customer_id,revenue,transactions,tenure_days
1140875,126.32,95,976
1140876,253.32,60,834
1140877,731.74,79,1416
1140878,76.88,14,1676
1140879,28.75,31,1699
1140880,115.87,73,1572
1140881,135.98,42,1661
1140882,216.19,68,954
1140883,141.51,18,872
1140884,125.17,27,701
1140885,71.01,11,915
1140886,81.77,97,1135
1140887,1019.91,10,1024
1140888,136.63,60,1153
1140889,32.87,62,289
1140890,109.81,25,659
1140891,826.99,49,1108
1140892,133.87,22,728
1140893,222.79,9,1468
1140894,320.5,25,642
1140895,197.72,54,588
1140896,82.06,38,354
1140897,158.52,72,1107
1140898,143.94,55,1529
1140899,236.64,83,1078
1140900,3472.38,49,1749
1140901,112.62,69,1115
1140902,1742.51,30,484
1140903,68.04,55,238
1140904,109.44,69,1607
1140905,70.52,16,266
1140906,94.15,13,1614
1140907,1091.68,11,134
1140908,239.76,55,1703
1140909,31.69,19,1714
1140910,87.15,47,73
1140911,14.74,68,570
1140912,199.49,60,1288
1140913,211.32,31,198
1140914,161.02,66,272
1140915,1054.08,65,1434
1140916,73.1,45,1380
1140917,323.63,14,771
1140918,92.11,36,764
1140919,889.0,22,769
1140920,34.19,76,1254
1140921,117.41,63,191
1140922,2560.19,47,284
1140923,124.42,56,1250
1140924,43.3,96,968
1140925,327.2,2,1276
1140926,1338.54,87,1508
1140927,397.86,25,1056
1140928,334.92,34,1510
1140929,68.24,47,1035
1140930,454.62,26,1326
1140931,114.99,65,644
1140932,94.1,65,1602
1140933,33.6,50,1742
1140934,137.3,99,1538
1140935,45.07,74,1655
1140936,100.48,96,794
1140937,178.91,1,167
1140938,993.59,20,1652
1140939,30.51,56,951
1140940,241.74,58,698
1140941,405.33,9,935
1140942,95.42,43,922
1140943,103.74,35,72
1140944,1343.7,82,1469
1140945,65.3,75,258
1140946,1839.95,14,1154
1140947,430.72,30,701
1140948,1933.02,48,1270
1140949,549.02,24,524
1140950,21.72,62,1493
1140951,502.08,98,1561
1140952,67.93,63,353
1140953,264.79,28,1717
1140954,709.51,41,171
1140955,298.88,64,1555
1140956,226.56,65,643
1140957,365.6,17,222
1140958,3593.49,80,1676
1140959,945.99,60,1242
1140960,16.97,97,589
1140961,1245.68,59,327
1140962,239.58,59,1652
1140963,301.81,47,922
1140964,327.55,39,753
1140965,825.34,23,876
1140966,36.17,68,51
1140967,176.93,49,297
1140968,491.5,83,183
1140969,602.29,40,330
1140970,2737.93,55,34
1140971,327.49,17,1355
1140972,240.37,70,472
1140973,57.9,52,943
1140974,108.04,42,30
1140975,90.37,58,1525
1140976,282.05,30,53
1140977,98.26,30,1092
1140978,89.49,73,1788
1140979,178.25,42,490
1140980,137.09,8,1262
1140981,9.7,37,400
1140982,151.73,37,1576
1140983,183.69,73,1162
1140984,125.21,31,1782
1140985,104.38,17,296
1140986,2094.58,94,80
1140987,102.67,90,1272
1140988,149.43,61,1560
1140989,1121.14,57,302
1140990,120.0,12,164
1140991,170.4,30,743
1140992,10.7,98,307
1140993,116.34,97,1298
1140994,408.05,76,1188
1140995,1697.53,28,808
1140996,109.33,15,824
1140997,86.55,5,1295
1140998,240.4,73,401
1140999,213.15,3,991
1141000,213.43,58,1262
1141001,516.13,23,1226
1141002,1408.56,3,927
1141003,406.55,92,1310
1141004,534.73,76,1339
1141005,768.47,11,1330
1141006,1401.73,36,1014
1141007,431.6,74,1277
1141008,100.4,29,639
1141009,803.66,89,511
1141010,2746.77,28,669
1141011,126.94,87,286
1141012,377.35,86,1391
1141013,483.92,33,1077
1141014,380.39,59,1376
1141015,482.6,19,1326
1141016,82.65,94,1118
1141017,733.34,12,952
1141018,1183.64,33,679
1141019,103.63,69,1723
1141020,76.19,78,1171
1141021,222.22,38,262
1141022,357.91,16,792
1141023,238.58,31,471
1141024,260.55,76,1366
1141025,173.02,43,1374
1141026,385.99,18,994
1141027,26.66,71,451
1141028,93.95,74,43
1141029,175.53,56,120
1141030,462.36,71,878
1141031,887.79,33,1500
1141032,1158.17,50,1736
1141033,75.79,71,1446
1141034,37.91,73,1616
1141035,48.27,37,848
1141036,55.55,95,506
1141037,45.45,82,1149
1141038,78.48,70,1595
1141039,171.81,73,846
1141040,2181.06,36,1333
1141041,37.76,43,1034
1141042,258.26,68,1650
1141043,92.49,43,1344
1141044,54.83,7,699
1141045,1760.29,8,823
1141046,127.04,2,1203
1141047,207.43,80,741
1141048,611.52,39,1417
1141049,142.66,98,895
1141050,37.97,21,151
1141051,1205.26,5,1676
1141052,99.25,19,1421
1141053,409.85,47,453
1141054,146.57,75,746
1141055,229.19,58,997
1141056,385.38,47,291
1141057,400.78,51,1224
1141058,359.54,48,1309
1141059,123.9,84,1655
1141060,58.64,3,810
1141061,44.37,40,144
1141062,277.91,96,609
1141063,302.49,12,736
1141064,167.09,98,46
1141065,216.38,21,1299
1141066,148.01,52,539
1141067,2176.03,22,1423
1141068,65.46,69,318
1141069,56.85,28,619
1141070,295.05,78,677
1141071,200.21,51,1336
1141072,83.97,60,1573
1141073,83.99,96,875
1141074,208.75,98,133
1141075,165.75,77,733
1141076,41.39,89,1356
1141077,312.72,72,732
1141078,305.82,48,804
1141079,1749.8,67,414
1141080,354.72,73,1469
1141081,498.44,69,472
1141082,480.65,80,1365
1141083,865.56,7,931
1141084,67.34,19,891
1141085,225.95,40,804
1141086,184.12,18,293
1141087,452.55,12,1772
1141088,134.66,72,272
1141089,2028.73,92,67
1141090,418.79,86,372
1141091,604.66,5,1444
1141092,98.16,92,818
1141093,203.72,31,1611
1141094,141.15,98,1525
1141095,173.39,99,1413
1141096,791.08,11,306
1141097,324.46,99,1203
1141098,50.72,92,1796
1141099,26.29,71,1044
1141100,1420.35,45,565
1141101,41.99,11,867
1141102,118.86,84,125
1141103,1220.2,79,969
1141104,124.28,83,815
1141105,142.12,19,1113
1141106,182.47,25,839
1141107,197.13,97,289
1141108,122.2,48,1505
1141109,127.67,85,933
1141110,960.85,61,908
1141111,347.66,25,828
1141112,78.69,97,280
1141113,2545.1,2,297
1141114,1397.16,88,1552
1141115,498.04,25,838
1141116,244.94,45,1316
1141117,150.12,24,927
1141118,729.25,85,798
1141119,4428.44,12,1060
1141120,3650.32,99,1584
1141121,93.3,37,123
1141122,1164.29,72,747
1141123,99.02,25,1450
1141124,1351.9,74,1437
1141125,181.1,8,1124
1141126,411.06,61,1783
1141127,86.59,85,66
1141128,35.88,65,716
1141129,370.35,72,1185
1141130,211.89,58,197
1141131,36.21,3,355
1141132,495.63,60,327
1141133,96.48,83,1516
1141134,19.26,45,448
1141135,92.45,6,707
1141136,2025.33,85,774
1141137,591.39,27,475
1141138,444.45,15,1144
1141139,622.49,41,947
1141140,101.36,18,1195
1141141,32.76,96,50
1141142,136.37,45,904
1141143,397.91,97,1580
1141144,274.74,21,144
1141145,170.55,51,472
1141146,343.48,71,1750
1141147,593.25,12,1237
1141148,120.69,32,842
1141149,453.6,21,1350
1141150,1359.17,31,772
1141151,1274.83,11,529
1141152,86.83,52,601
1141153,947.21,85,1679
1141154,123.75,44,1544
1141155,380.29,64,223
1141156,1129.41,58,106
1141157,14.25,2,1360
1141158,45.2,54,905
1141159,120.08,38,410
1141160,109.0,16,1538
1141161,58.77,62,519
1141162,225.56,10,447
1141163,124.82,79,745
1141164,319.35,81,1664
1141165,122.66,27,554
1141166,2532.19,7,1461
1141167,167.11,71,655
1141168,429.32,2,1568
1141169,1558.18,13,641
1141170,63.95,30,1610
1141171,181.56,30,847
1141172,56.66,90,1047
1141173,45.04,2,857
1141174,33.59,94,868
1141175,58.16,14,1650
1141176,1384.44,99,1061
1141177,69.02,95,1486
1141178,379.86,81,1533
1141179,796.07,99,1776
1141180,165.74,93,1568
1141181,1487.08,10,407
1141182,181.71,53,1446
1141183,359.6,54,1396
1141184,314.57,64,679
1141185,29.51,77,430
1141186,724.17,49,1678
1141187,605.68,26,816
1141188,49.28,80,1165
1141189,113.96,45,1038
1141190,1151.27,3,180
1141191,140.28,85,973
1141192,1833.47,12,1578
1141193,1694.01,3,485
1141194,95.24,54,1057
1141195,230.68,52,319
1141196,42.36,28,1592
1141197,104.26,87,1271
1141198,29.12,26,788
1141199,40.7,15,703
1141200,195.24,49,1308
1141201,322.66,77,1776
1141202,243.66,88,980
1141203,57.15,77,715
1141204,1412.95,78,770
1141205,357.39,6,52
1141206,122.28,36,1108
1141207,130.55,71,1741
1141208,351.36,17,832
1141209,3687.93,39,751
1141210,844.48,31,914
1141211,222.8,26,110
1141212,267.37,56,1754
1141213,1252.09,2,1033
1141214,901.44,6,1041
1141215,387.55,13,765
1141216,59.04,36,1278
1141217,275.11,15,1683
1141218,830.37,96,1121
1141219,491.3,59,316
1141220,238.58,49,161
1141221,201.33,99,544
1141222,678.46,28,1121
1141223,212.19,46,1735
1141224,53.98,34,258
1141225,59.73,18,633
1141226,57.0,37,1059
1141227,131.25,20,1231
1141228,2370.92,81,1164
1141229,231.18,39,1410
1141230,641.62,35,1678
1141231,139.42,13,1230
1141232,58.44,5,713
1141233,873.6,62,382
1141234,34.32,97,1714
1141235,121.67,78,914
1141236,56.12,46,706
1141237,54.78,66,1560
1141238,1135.33,35,1162
1141239,131.48,88,1541
1141240,410.08,41,248
1141241,464.21,35,81
1141242,343.49,82,752
1141243,146.5,68,1402
1141244,21.66,45,258
1141245,43.04,19,1659
1141246,131.8,96,1502
1141247,347.03,30,1478
1141248,35.74,65,1710
1141249,12.63,57,655
1141250,871.9,66,304
1141251,273.7,8,1762
1141252,265.42,14,777
1141253,328.99,6,761
1141254,215.5,9,1795
1141255,925.59,43,1234
1141256,109.58,42,1274
1141257,152.75,88,521
1141258,958.56,10,1189
1141259,34.92,94,761
1141260,450.18,24,500
1141261,1831.81,75,1572
1141262,195.14,2,1394
1141263,52.56,94,1711
1141264,50.94,83,1420
1141265,494.24,72,1705
1141266,103.52,91,1688
1141267,975.18,84,1582
1141268,120.5,97,981
1141269,184.15,16,312
1141270,62.09,39,277
1141271,549.54,12,109
1141272,254.21,96,446
1141273,831.04,54,242
1141274,37.21,14,469
1141275,76.23,60,1368
1141276,216.67,9,321
1141277,198.84,40,582
1141278,789.35,92,1517
1141279,140.23,46,1410
1141280,309.88,93,1654
1141281,180.64,58,1609
1141282,372.17,55,1152
1141283,113.32,49,958
1141284,209.66,36,1494
1141285,1499.44,24,1026
1141286,680.03,37,483
1141287,882.85,72,1350
1141288,63.62,23,612
1141289,695.8,40,666
1141290,1687.47,76,1076
1141291,73.27,63,123
1141292,190.05,92,1397
1141293,119.16,49,173
1141294,289.04,57,586
1141295,337.45,89,793
1141296,183.78,6,924
1141297,232.23,90,683
1141298,218.53,41,1392
1141299,3442.11,58,1414
1141300,141.67,24,1342
1141301,7662.63,43,312
1141302,437.35,40,639
1141303,281.88,97,1127
1141304,1873.73,5,1470
1141305,591.68,76,933
1141306,477.58,86,1149
1141307,72.36,84,863
1141308,136.16,90,1215
1141309,83.52,13,881
1141310,38.42,8,771
1141311,277.56,3,1467
1141312,1036.64,11,759
1141313,202.28,58,1179
1141314,188.87,96,1541
1141315,130.77,30,1690
1141316,33.05,11,1700
1141317,232.93,74,571
1141318,183.48,20,1036
1141319,1396.42,47,1596
1141320,37.63,53,190
1141321,24.16,41,592
1141322,96.57,67,1681
1141323,283.78,79,494
1141324,2516.96,33,973
1141325,173.76,27,1415
1141326,63.99,55,1475
1141327,268.33,67,371
1141328,547.38,91,504
1141329,66.55,91,1017
1141330,95.41,30,1724
1141331,770.63,78,144
1141332,111.69,75,1347
1141333,52.81,47,785
1141334,363.64,48,671
1141335,161.98,24,761
1141336,166.64,26,1693
1141337,516.02,32,366
1141338,523.12,26,1661
1141339,83.32,6,667
1141340,56.08,98,1156
1141341,393.35,63,507
1141342,356.87,19,401
1141343,92.9,26,199
1141344,86.27,78,1329
1141345,1012.23,44,1776
1141346,130.42,42,197
1141347,135.47,32,114
1141348,1084.44,92,1313
1141349,84.54,89,1486
1141350,75.79,42,1392
1141351,508.24,83,1714
1141352,1972.54,93,263
1141353,1770.88,94,258
1141354,238.19,67,877
1141355,1020.36,45,1202
1141356,79.8,10,1293
1141357,83.72,28,1157
1141358,295.03,51,129
1141359,327.54,84,1302
1141360,378.95,51,974
1141361,199.4,59,685
1141362,346.96,75,151
1141363,141.85,56,1276
1141364,113.87,68,891
1141365,293.45,68,1090
1141366,252.53,6,1051
1141367,155.4,63,1719
1141368,527.09,52,658
1141369,1508.15,66,1113
1141370,646.75,28,711
1141371,383.26,68,380
1141372,78.97,48,1033
1141373,185.77,2,1402
1141374,755.85,85,36
1141375,178.15,74,205
1141376,233.42,47,144
1141377,393.44,64,41
1141378,1049.33,6,615
1141379,125.05,32,352
1141380,766.25,26,285
1141381,470.05,83,179
1141382,120.83,22,1303
1141383,14.69,69,92
1141384,40.75,7,1508
1141385,304.74,25,219
1141386,443.92,1,58
1141387,2345.41,39,780
1141388,456.0,65,1410
1141389,151.32,69,208
1141390,17.81,81,1694
1141391,528.71,75,492
1141392,105.2,35,567
1141393,471.8,48,899
1141394,48.08,45,547
1141395,555.99,51,1796
1141396,2032.77,64,360
1141397,562.98,85,758
1141398,179.53,2,1244
1141399,222.21,58,664
1141400,1451.32,29,1356
1141401,448.04,47,440
1141402,557.11,80,385
1141403,71.7,29,885
1141404,39.39,11,184
1141405,447.57,96,1128
1141406,53.11,40,58
1141407,44.87,20,525
1141408,38.59,56,1771
1141409,2217.38,3,120
1141410,101.72,91,182
1141411,113.86,97,1477
1141412,606.88,77,93
1141413,148.17,96,282
1141414,47.79,23,1495
1141415,3932.98,25,244
1141416,737.33,32,1741
1141417,526.07,49,645
1141418,100.23,25,1397
1141419,421.74,67,1340
1141420,82.51,86,1285
1141421,129.47,36,1040
1141422,332.32,78,1315
1141423,94.59,90,1199
1141424,1182.83,28,1028
1141425,510.84,13,344
1141426,427.22,56,1333
1141427,50.76,73,60
1141428,541.23,40,672
1141429,134.63,60,1405
1141430,400.53,61,1033
1141431,139.08,17,1287
1141432,80.39,70,1272
1141433,818.6,84,1493
1141434,86.73,96,869
1141435,155.1,81,946
1141436,21.4,6,972
1141437,1297.74,6,209
1141438,236.49,55,1355
1141439,771.7,54,464
1141440,224.09,93,1754
1141441,25.96,71,994
1141442,1023.41,26,400
1141443,288.04,18,851
1141444,92.55,59,1411
1141445,2892.81,77,109
1141446,118.03,47,1357
1141447,89.98,69,44
1141448,13.99,56,549
1141449,337.94,81,1142
1141450,279.12,91,549
1141451,211.28,71,218
1141452,2710.69,57,1663
1141453,125.12,62,709
1141454,734.89,16,270
1141455,50.76,14,1063
1141456,688.09,57,1322
1141457,38.27,53,680
1141458,247.97,21,472
1141459,320.9,30,1053
1141460,57.77,32,1662
1141461,193.0,10,210
1141462,95.89,50,1740
1141463,333.42,95,553
1141464,434.48,80,1460
1141465,406.73,27,1326
1141466,98.39,57,289
1141467,520.78,37,1526
1141468,111.44,73,813
1141469,151.68,54,763
1141470,3662.37,59,256
1141471,183.87,88,209
1141472,36.01,99,1055
1141473,1735.02,48,1443
1141474,219.18,84,430
1141475,43.46,52,1647
1141476,11.22,92,100
1141477,73.73,59,1055
1141478,434.65,63,311
1141479,496.24,85,818
1141480,63.43,88,191
1141481,998.53,93,946
1141482,289.17,15,1335
1141483,166.94,5,767
1141484,82.78,9,1025
1141485,298.77,61,1461
1141486,56.04,47,278
1141487,300.76,90,1215
1141488,134.58,4,266
1141489,3114.57,68,1452
1141490,84.04,90,119
1141491,183.7,15,1492
1141492,230.4,21,961
1141493,1468.75,14,187
1141494,150.15,92,669
1141495,21.55,44,861
1141496,527.03,90,1702
1141497,17.14,25,404
1141498,1415.95,27,1237
1141499,539.22,68,388
1141500,55.67,38,1254
1141501,283.05,57,1688
1141502,500.38,95,610
1141503,68.66,45,1161
1141504,1470.5,39,1229
1141505,1617.78,14,1318
1141506,102.56,74,969
1141507,390.29,57,1648
1141508,489.64,60,936
1141509,22.42,16,1337
1141510,75.36,97,1003
1141511,283.02,34,406
1141512,103.35,86,1295
1141513,598.29,92,455
1141514,89.6,42,1776
1141515,121.88,55,663
1141516,355.08,25,1370
1141517,541.11,64,897
1141518,27.93,1,1633
1141519,236.61,6,963
1141520,948.15,52,577
1141521,631.85,34,937
1141522,341.13,39,250
1141523,363.87,44,956
1141524,119.7,61,855
1141525,240.92,95,1264
1141526,297.38,18,1347
1141527,1412.67,84,693
1141528,500.58,85,1587
1141529,430.53,22,273
1141530,92.36,70,1686
1141531,264.44,92,849
1141532,115.59,61,1400
1141533,160.28,94,1472
1141534,491.98,17,900
1141535,496.57,25,950
1141536,158.17,67,1168
1141537,186.77,17,1315
1141538,149.89,60,1490
1141539,218.32,44,1207
1141540,266.27,67,1152
1141541,170.17,51,589
1141542,265.99,59,1680
1141543,1217.52,81,1125
1141544,123.73,50,925
1141545,488.32,73,1301
1141546,728.01,8,807
1141547,544.27,48,1024
1141548,89.36,19,743
1141549,617.13,38,653
1141550,411.9,26,834
1141551,1021.13,23,388
1141552,585.98,96,830
1141553,218.03,55,139
1141554,845.33,19,1322
1141555,53.86,63,394
1141556,131.09,98,306
1141557,358.93,21,1657
1141558,32.19,53,732
1141559,350.08,79,753
1141560,157.08,72,1402
1141561,142.09,20,1185
1141562,66.28,5,95
1141563,287.37,99,259
1141564,208.58,40,1109
1141565,127.07,40,756
1141566,931.07,91,177
1141567,756.09,13,1086
1141568,198.83,46,980
1141569,583.46,32,1238
1141570,55.64,73,1246
1141571,135.98,78,116
1141572,11.64,43,943
1141573,311.24,96,430
1141574,90.95,99,503
1141575,205.44,1,628
1141576,981.58,20,1258
1141577,94.65,94,1018
1141578,998.96,16,1460
1141579,83.16,69,216
1141580,317.7,13,1448
1141581,220.02,48,1747
1141582,673.21,88,1626
1141583,231.6,56,1192
1141584,70.79,7,1354
1141585,1802.77,40,316
1141586,2390.31,50,358
1141587,57.06,57,656
1141588,590.56,91,962
1141589,205.59,44,137
1141590,102.22,9,1323
1141591,51.78,98,1232
1141592,721.15,22,711
1141593,649.29,95,949
1141594,554.57,32,109
1141595,569.39,50,537
1141596,43.29,73,1463
1141597,232.63,81,1207
1141598,126.85,68,768
1141599,657.6,75,604
1141600,95.04,17,533
1141601,2859.58,86,1711
1141602,363.5,53,1136
1141603,1277.26,2,267
1141604,50.45,60,1372
1141605,136.32,15,634
1141606,19.53,70,1187
1141607,110.37,8,207
1141608,902.84,6,109
1141609,359.55,64,163
1141610,1598.29,12,353
1141611,1010.33,25,124
1141612,1329.33,97,91
1141613,116.07,50,1242
1141614,38.8,81,746
1141615,88.26,15,1657
1141616,30.77,93,1417
1141617,77.88,79,1054
1141618,24.74,7,1791
1141619,142.67,55,335
1141620,630.66,64,1782
1141621,4595.08,33,1547
1141622,276.02,95,1042
1141623,776.34,48,180
1141624,2472.09,27,416
1141625,786.94,4,1272
1141626,397.69,83,734
1141627,92.21,89,679
1141628,184.33,32,197
1141629,1029.2,50,603
1141630,347.52,19,1468
1141631,127.74,56,1271
1141632,46.43,35,1104
1141633,225.13,74,632
1141634,93.16,95,1662
1141635,948.06,76,1331
1141636,52.13,96,836
1141637,1602.93,30,1090
1141638,89.84,54,150
1141639,465.84,90,1381
1141640,112.95,33,900
1141641,149.98,83,1630
1141642,13.73,20,1315
1141643,559.54,75,431
1141644,95.64,62,179
1141645,495.27,30,1666
1141646,168.84,92,1738
1141647,168.98,96,228
1141648,12.51,66,753
1141649,3912.37,13,1734
1141650,88.86,88,1751
1141651,1436.79,85,60
1141652,2334.82,72,541
1141653,129.24,13,819
1141654,93.11,27,1489
1141655,264.0,64,1097
1141656,246.63,46,710
1141657,38.81,83,1006
1141658,62.42,59,913
1141659,911.21,74,1593
1141660,146.24,42,889
1141661,568.34,47,663
1141662,337.81,58,603
1141663,359.63,63,1580
1141664,134.55,19,876
1141665,1004.95,68,66
1141666,182.35,37,1738
1141667,133.74,63,1161
1141668,158.56,49,753
1141669,84.0,88,1566
1141670,680.93,10,1038
1141671,36.98,74,734
1141672,228.11,24,412
1141673,449.19,74,1227
1141674,2902.05,47,1778
1141675,2178.43,72,1611
1141676,390.04,82,649
1141677,211.24,41,156
1141678,80.28,21,770
1141679,53.69,40,1179
1141680,87.57,93,1369
1141681,537.29,49,585
1141682,127.5,30,1256
1141683,1174.92,60,920
1141684,247.83,61,1657
1141685,126.63,88,835
1141686,27.21,93,98
1141687,65.98,63,1321
1141688,37.38,24,362
1141689,76.85,97,939
1141690,393.55,69,1532
1141691,233.31,18,621
1141692,119.67,95,1561
1141693,1044.89,24,233
1141694,160.26,38,465
1141695,782.21,65,1747
1141696,1071.33,94,1243
1141697,79.81,17,1635
1141698,102.24,82,1048
1141699,2822.13,52,300
1141700,816.69,33,967
1141701,153.07,47,640
1141702,813.87,43,206
1141703,55.51,56,1667
1141704,56.22,52,1379
1141705,64.09,85,1291
1141706,418.91,25,1051
1141707,1061.44,62,1011
1141708,170.24,13,1258
1141709,1354.28,27,93
1141710,187.3,31,381
1141711,77.68,11,37
1141712,532.49,79,522
1141713,15.25,10,675
1141714,1286.59,68,814
1141715,145.77,14,922
1141716,480.6,25,133
1141717,725.64,35,1157
1141718,33.56,98,1564
1141719,1129.07,57,81
1141720,201.99,47,1101
1141721,701.72,47,51
1141722,1099.84,31,602
1141723,140.49,17,1778
1141724,605.91,34,170
1141725,2167.82,79,375
1141726,88.5,8,961
1141727,953.84,21,243
1141728,926.65,27,166
1141729,857.32,16,1742
1141730,81.17,92,1308
1141731,373.74,35,1567
1141732,58368.85,55,1261
1141733,844.01,61,1700
1141734,73.7,38,1360
1141735,423.71,5,782
1141736,22.93,16,526
1141737,622.37,74,1439
1141738,1520.95,26,1305
1141739,393.56,92,1464
1141740,34.33,82,389
1141741,147.94,67,631
1141742,210.71,47,1339
1141743,491.42,68,1255
1141744,83.98,35,711
1141745,36.03,79,1559
1141746,237.18,46,1540
1141747,220.31,29,406
1141748,115.37,19,789
1141749,70.51,82,375
1141750,40.44,54,247
1141751,122.02,65,428
1141752,785.2,34,538
1141753,4316.92,61,485
1141754,1241.96,34,1440
1141755,546.12,80,1260
1141756,105.81,13,411
1141757,352.55,21,636
1141758,801.43,10,1081
1141759,331.52,44,1015
1141760,846.05,79,1615
1141761,535.43,79,1363
1141762,6477.23,98,999
1141763,1027.93,79,610
1141764,19.82,53,1172
1141765,52.56,76,264
1141766,219.61,58,1165
1141767,1877.28,68,1619
1141768,106.44,35,1050
1141769,158.28,90,177
1141770,91.06,67,1506
1141771,201.94,16,1573
1141772,1160.98,49,549
1141773,15.48,69,674
1141774,168.72,24,608
1141775,55.64,87,1536
1141776,777.67,62,376
1141777,374.41,64,1711
1141778,114.57,7,732
1141779,1697.01,66,1323
1141780,238.43,19,1707
1141781,634.16,41,362
1141782,1318.86,55,399
1141783,192.93,93,1529
1141784,153.79,46,1085
1141785,155.34,14,1730
1141786,228.43,16,375
1141787,232.82,37,290
1141788,2416.14,59,1060
1141789,819.06,14,301
1141790,79.35,37,258
1141791,2478.98,81,1739
1141792,593.18,20,1513
1141793,91.25,70,166
1141794,269.4,41,628
1141795,270.46,64,891
1141796,369.74,49,1727
1141797,108.39,90,1460
1141798,501.45,97,1714
1141799,1685.26,61,1503
1141800,786.7,39,99
1141801,23.98,39,259
1141802,113.11,27,221
1141803,293.31,82,1308
1141804,262.55,2,777
1141805,1409.58,9,814
1141806,1402.77,20,1361
1141807,69.44,83,1640
1141808,116.64,38,1106
1141809,669.9,91,749
1141810,1959.29,87,163
1141811,637.01,80,1520
1141812,416.86,97,1449
1141813,205.57,69,1796
1141814,1412.65,36,867
1141815,42.16,38,1338
1141816,36.16,83,1161
1141817,2149.7,15,142
1141818,215.91,24,1452
1141819,130.71,27,1166
1141820,1193.32,53,1476
1141821,381.2,3,1272
1141822,223.41,66,777
1141823,153.32,9,1003
1141824,456.77,14,1565
1141825,572.24,19,776
1141826,224.3,61,102
1141827,387.32,37,645
1141828,194.76,19,310
1141829,40.99,77,1006
1141830,39.69,64,349
1141831,488.46,48,1263
1141832,181.62,23,1132
1141833,563.98,82,1338
1141834,54.37,1,413
1141835,1070.24,66,139
1141836,193.85,49,169
1141837,313.93,94,1105
1141838,1070.55,71,1791
1141839,152.45,13,842
1141840,547.08,22,1279
1141841,438.33,39,777
1141842,282.09,3,48
1141843,747.56,93,530
1141844,167.39,53,172
1141845,760.04,1,980
1141846,3637.14,48,1771
1141847,810.53,45,300
1141848,291.92,29,1584
1141849,84.78,20,117
1141850,1575.49,47,264
1141851,383.62,93,373
1141852,199.85,28,1715
1141853,833.62,50,1716
1141854,472.46,90,891
1141855,312.72,28,263
1141856,196.88,40,202
1141857,435.36,90,1601
1141858,425.45,16,1645
1141859,30.82,39,41
1141860,213.92,13,1203
1141861,1037.72,42,47
1141862,157.11,72,1262
1141863,1173.28,69,277
1141864,273.71,62,362
1141865,841.34,79,610
1141866,356.44,17,633
1141867,429.59,49,340
1141868,103.7,83,1482
1141869,79.96,91,121
1141870,66.71,6,1186
1141871,93.67,45,443
1141872,183.02,76,1596
1141873,167.73,51,577
1141874,224.02,90,314
1141875,1667.43,8,1019
1141876,516.05,65,211
1141877,81.82,5,931
1141878,125.83,3,1313
1141879,99.0,59,1273
1141880,246.72,27,446
1141881,99.4,68,839
1141882,24.51,59,796
1141883,822.68,34,1131
1141884,171.86,13,536
1141885,34.86,80,237
1141886,118.23,25,510
1141887,25.21,25,127
1141888,64.08,57,398
1141889,45.94,48,1058
1141890,196.71,36,1001
1141891,3771.07,14,957
1141892,19.74,56,966
1141893,32.79,75,683
1141894,67.13,45,866
1141895,836.14,37,118
1141896,1047.82,74,1356
1141897,462.82,26,1597
1141898,26.18,49,687
1141899,232.76,93,874
1141900,63.08,36,759
1141901,46.36,29,1403
1141902,242.84,74,622
1141903,161.32,31,157
1141904,170.82,79,1568
1141905,397.49,18,1355
1141906,518.27,69,880
1141907,432.96,64,1205
1141908,147.18,61,927
1141909,66.08,2,841
1141910,50.92,9,405
1141911,280.63,44,682
1141912,187.6,8,136
1141913,178.14,67,870
1141914,40.12,84,1656
1141915,399.56,51,1411
1141916,131.33,45,815
1141917,579.78,40,1123
1141918,239.49,81,1234
1141919,392.93,22,494
1141920,20.45,79,859
1141921,1058.66,35,829
1141922,353.07,46,1657
1141923,59.31,99,1576
1141924,319.2,60,365
1141925,58.67,33,1067
1141926,384.41,1,1381
1141927,173.28,77,1003
1141928,63.25,5,956
1141929,334.65,13,510
1141930,43.86,53,1528
1141931,720.17,65,383
1141932,832.32,75,411
1141933,288.26,22,199
1141934,208.19,27,1222
1141935,120.38,34,418
1141936,150.99,50,1088
1141937,133.44,27,1316
1141938,220.76,60,1364
1141939,352.49,54,1678
1141940,59.9,76,270
1141941,237.27,10,1452
1141942,183.83,93,1735
1141943,103.01,41,1056
1141944,679.68,28,1465
1141945,713.1,1,1445
1141946,342.4,53,1132
1141947,428.98,60,1245
1141948,848.72,21,1493
1141949,52.58,70,1585
1141950,51.4,36,395
1141951,160.03,70,1712
1141952,383.76,61,1617
1141953,144.59,52,1302
1141954,572.98,88,1570
1141955,512.6,34,1259
1141956,738.4,88,709
1141957,108.9,64,201
1141958,200.86,71,195
1141959,72.41,11,1064
1141960,161.46,49,1741
1141961,60.79,77,591
1141962,141.46,49,484
1141963,403.83,36,724
1141964,738.78,96,1640
1141965,219.18,27,861
1141966,22.76,38,330
1141967,284.84,34,1198
1141968,348.13,17,845
1141969,255.77,59,1074
1141970,438.62,30,1431
1141971,228.6,89,389
1141972,172.2,48,585
1141973,517.11,23,1457
1141974,343.54,88,931
1141975,338.12,18,935
1141976,843.63,61,887
1141977,511.98,42,64
1141978,1119.14,35,1036
1141979,288.6,25,1071
1141980,2733.08,22,597
1141981,597.19,68,550
1141982,141.84,84,1369
1141983,31.09,87,244
