customer_id,revenue,customer_type,value_segment
11775,334.94,Retail/SMB,Mid-Market SMB (Middle 50%)
10348,362.43,Retail/SMB,Mid-Market SMB (Middle 50%)
10387,824.36,Retail/SMB,High-Value Enterprise (Top 25%)
11025,171.36,Retail/SMB,Low-Value Retail (Bottom 25%)
10895,609.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10829,470.28,Retail/SMB,Mid-Market SMB (Middle 50%)
11893,12005.13,Enterprise VIP,High-Value Enterprise (Top 25%)
10476,334.17,Retail/SMB,Mid-Market SMB (Middle 50%)
11471,219.33,Retail/SMB,Low-Value Retail (Bottom 25%)
11448,1256.55,Retail/SMB,High-Value Enterprise (Top 25%)
11582,614.72,Retail/SMB,Mid-Market SMB (Middle 50%)
10653,861.56,Retail/SMB,High-Value Enterprise (Top 25%)
10173,479.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11150,318.19,Retail/SMB,Mid-Market SMB (Middle 50%)
10039,323.49,Retail/SMB,Mid-Market SMB (Middle 50%)
10714,166.46,Retail/SMB,Low-Value Retail (Bottom 25%)
10091,537.89,Retail/SMB,Mid-Market SMB (Middle 50%)
11937,11187.03,Enterprise VIP,High-Value Enterprise (Top 25%)
11206,471.01,Retail/SMB,Mid-Market SMB (Middle 50%)
10876,314.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11352,178.98,Retail/SMB,Low-Value Retail (Bottom 25%)
11890,11507.61,Enterprise VIP,High-Value Enterprise (Top 25%)
11094,473.27,Retail/SMB,Mid-Market SMB (Middle 50%)
11156,450.89,Retail/SMB,Mid-Market SMB (Middle 50%)
11782,224.06,Retail/SMB,Low-Value Retail (Bottom 25%)
11959,7434.83,Enterprise VIP,High-Value Enterprise (Top 25%)
10500,480.72,Retail/SMB,Mid-Market SMB (Middle 50%)
10339,709.78,Retail/SMB,High-Value Enterprise (Top 25%)
11189,425.84,Retail/SMB,Mid-Market SMB (Middle 50%)
10029,326.82,Retail/SMB,Mid-Market SMB (Middle 50%)
11218,708.69,Retail/SMB,High-Value Enterprise (Top 25%)
11400,627.29,Retail/SMB,Mid-Market SMB (Middle 50%)
11821,483.59,Retail/SMB,Mid-Market SMB (Middle 50%)
10946,757.13,Retail/SMB,High-Value Enterprise (Top 25%)
10170,205.78,Retail/SMB,Low-Value Retail (Bottom 25%)
11405,360.68,Retail/SMB,Mid-Market SMB (Middle 50%)
11198,588.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11254,379.83,Retail/SMB,Mid-Market SMB (Middle 50%)
11614,99.69,Retail/SMB,Low-Value Retail (Bottom 25%)
10913,269.51,Retail/SMB,Low-Value Retail (Bottom 25%)
10492,796.78,Retail/SMB,High-Value Enterprise (Top 25%)
10954,508.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11098,563.32,Retail/SMB,Mid-Market SMB (Middle 50%)
11033,282.4,Retail/SMB,Low-Value Retail (Bottom 25%)
10588,460.5,Retail/SMB,Mid-Market SMB (Middle 50%)
10751,300.71,Retail/SMB,Low-Value Retail (Bottom 25%)
10658,782.24,Retail/SMB,High-Value Enterprise (Top 25%)
10235,149.03,Retail/SMB,Low-Value Retail (Bottom 25%)
10733,271.6,Retail/SMB,Low-Value Retail (Bottom 25%)
11989,6440.95,Enterprise VIP,High-Value Enterprise (Top 25%)
11633,497.84,Retail/SMB,Mid-Market SMB (Middle 50%)
11157,617.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11470,571.12,Retail/SMB,Mid-Market SMB (Middle 50%)
11425,334.68,Retail/SMB,Mid-Market SMB (Middle 50%)
11628,307.53,Retail/SMB,Mid-Market SMB (Middle 50%)
10935,794.08,Retail/SMB,High-Value Enterprise (Top 25%)
11210,156.63,Retail/SMB,Low-Value Retail (Bottom 25%)
11066,206.24,Retail/SMB,Low-Value Retail (Bottom 25%)
10109,564.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11543,470.41,Retail/SMB,Mid-Market SMB (Middle 50%)
10569,416.33,Retail/SMB,Mid-Market SMB (Middle 50%)
11168,738.08,Retail/SMB,High-Value Enterprise (Top 25%)
11175,310.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10891,431.47,Retail/SMB,Mid-Market SMB (Middle 50%)
10948,622.02,Retail/SMB,Mid-Market SMB (Middle 50%)
11049,514.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11353,462.62,Retail/SMB,Mid-Market SMB (Middle 50%)
11778,238.58,Retail/SMB,Low-Value Retail (Bottom 25%)
11447,406.54,Retail/SMB,Mid-Market SMB (Middle 50%)
10885,370.88,Retail/SMB,Mid-Market SMB (Middle 50%)
11673,460.93,Retail/SMB,Mid-Market SMB (Middle 50%)
10851,310.65,Retail/SMB,Mid-Market SMB (Middle 50%)
10735,136.27,Retail/SMB,Low-Value Retail (Bottom 25%)
10718,512.44,Retail/SMB,Mid-Market SMB (Middle 50%)
10455,462.72,Retail/SMB,Mid-Market SMB (Middle 50%)
10265,403.94,Retail/SMB,Mid-Market SMB (Middle 50%)
10076,184.81,Retail/SMB,Low-Value Retail (Bottom 25%)
11658,728.76,Retail/SMB,High-Value Enterprise (Top 25%)
10445,308.8,Retail/SMB,Mid-Market SMB (Middle 50%)
10396,315.44,Retail/SMB,Mid-Market SMB (Middle 50%)
10177,638.49,Retail/SMB,High-Value Enterprise (Top 25%)
11043,440.55,Retail/SMB,Mid-Market SMB (Middle 50%)
11736,679.38,Retail/SMB,High-Value Enterprise (Top 25%)
11402,128.04,Retail/SMB,Low-Value Retail (Bottom 25%)
11381,403.01,Retail/SMB,Mid-Market SMB (Middle 50%)
10596,443.08,Retail/SMB,Mid-Market SMB (Middle 50%)
10062,334.08,Retail/SMB,Mid-Market SMB (Middle 50%)
11297,512.29,Retail/SMB,Mid-Market SMB (Middle 50%)
10873,325.85,Retail/SMB,Mid-Market SMB (Middle 50%)
11490,252.66,Retail/SMB,Low-Value Retail (Bottom 25%)
11879,6600.7,Enterprise VIP,High-Value Enterprise (Top 25%)
10279,171.19,Retail/SMB,Low-Value Retail (Bottom 25%)
10037,263.21,Retail/SMB,Low-Value Retail (Bottom 25%)
11976,13424.64,Enterprise VIP,High-Value Enterprise (Top 25%)
10663,295.71,Retail/SMB,Low-Value Retail (Bottom 25%)
11954,6909.34,Enterprise VIP,High-Value Enterprise (Top 25%)
11445,369.28,Retail/SMB,Mid-Market SMB (Middle 50%)
10978,248.48,Retail/SMB,Low-Value Retail (Bottom 25%)
11572,261.78,Retail/SMB,Low-Value Retail (Bottom 25%)
10739,434.7,Retail/SMB,Mid-Market SMB (Middle 50%)
10192,1036.95,Retail/SMB,High-Value Enterprise (Top 25%)
10920,483.73,Retail/SMB,Mid-Market SMB (Middle 50%)
10457,682.74,Retail/SMB,High-Value Enterprise (Top 25%)
10676,360.35,Retail/SMB,Mid-Market SMB (Middle 50%)
10761,349.6,Retail/SMB,Mid-Market SMB (Middle 50%)
11808,334.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11603,370.09,Retail/SMB,Mid-Market SMB (Middle 50%)
10729,459.17,Retail/SMB,Mid-Market SMB (Middle 50%)
10413,507.62,Retail/SMB,Mid-Market SMB (Middle 50%)
11099,343.51,Retail/SMB,Mid-Market SMB (Middle 50%)
10826,293.63,Retail/SMB,Low-Value Retail (Bottom 25%)
11640,392.93,Retail/SMB,Mid-Market SMB (Middle 50%)
10617,198.34,Retail/SMB,Low-Value Retail (Bottom 25%)
10115,525.75,Retail/SMB,Mid-Market SMB (Middle 50%)
10418,454.4,Retail/SMB,Mid-Market SMB (Middle 50%)
11911,11045.7,Enterprise VIP,High-Value Enterprise (Top 25%)
10970,698.75,Retail/SMB,High-Value Enterprise (Top 25%)
10605,571.33,Retail/SMB,Mid-Market SMB (Middle 50%)
11919,14428.44,Enterprise VIP,High-Value Enterprise (Top 25%)
10090,605.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10849,169.96,Retail/SMB,Low-Value Retail (Bottom 25%)
11520,472.25,Retail/SMB,Mid-Market SMB (Middle 50%)
11918,11647.9,Enterprise VIP,High-Value Enterprise (Top 25%)
10754,539.84,Retail/SMB,Mid-Market SMB (Middle 50%)
10499,340.15,Retail/SMB,Mid-Market SMB (Middle 50%)
11277,737.97,Retail/SMB,High-Value Enterprise (Top 25%)
11326,259.55,Retail/SMB,Low-Value Retail (Bottom 25%)
10012,487.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10397,529.75,Retail/SMB,Mid-Market SMB (Middle 50%)
10285,276.36,Retail/SMB,Low-Value Retail (Bottom 25%)
11067,303.63,Retail/SMB,Low-Value Retail (Bottom 25%)
11192,239.74,Retail/SMB,Low-Value Retail (Bottom 25%)
11745,359.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10691,285.21,Retail/SMB,Low-Value Retail (Bottom 25%)
11753,763.87,Retail/SMB,High-Value Enterprise (Top 25%)
11876,8173.84,Enterprise VIP,High-Value Enterprise (Top 25%)
10690,543.28,Retail/SMB,Mid-Market SMB (Middle 50%)
10852,1229.06,Retail/SMB,High-Value Enterprise (Top 25%)
10160,235.36,Retail/SMB,Low-Value Retail (Bottom 25%)
10896,203.6,Retail/SMB,Low-Value Retail (Bottom 25%)
11576,238.32,Retail/SMB,Low-Value Retail (Bottom 25%)
10258,187.5,Retail/SMB,Low-Value Retail (Bottom 25%)
10336,618.92,Retail/SMB,Mid-Market SMB (Middle 50%)
11880,10338.28,Enterprise VIP,High-Value Enterprise (Top 25%)
11040,653.7,Retail/SMB,High-Value Enterprise (Top 25%)
10516,784.33,Retail/SMB,High-Value Enterprise (Top 25%)
11349,135.27,Retail/SMB,Low-Value Retail (Bottom 25%)
11016,354.89,Retail/SMB,Mid-Market SMB (Middle 50%)
10769,371.21,Retail/SMB,Mid-Market SMB (Middle 50%)
11747,472.74,Retail/SMB,Mid-Market SMB (Middle 50%)
10762,300.05,Retail/SMB,Low-Value Retail (Bottom 25%)
11247,204.12,Retail/SMB,Low-Value Retail (Bottom 25%)
11204,427.98,Retail/SMB,Mid-Market SMB (Middle 50%)
11468,637.78,Retail/SMB,High-Value Enterprise (Top 25%)
11984,13922.41,Enterprise VIP,High-Value Enterprise (Top 25%)
10522,458.96,Retail/SMB,Mid-Market SMB (Middle 50%)
10023,194.04,Retail/SMB,Low-Value Retail (Bottom 25%)
10357,221.02,Retail/SMB,Low-Value Retail (Bottom 25%)
11278,228.66,Retail/SMB,Low-Value Retail (Bottom 25%)
11313,415.91,Retail/SMB,Mid-Market SMB (Middle 50%)
11683,385.02,Retail/SMB,Mid-Market SMB (Middle 50%)
10341,1107.92,Retail/SMB,High-Value Enterprise (Top 25%)
10432,300.37,Retail/SMB,Low-Value Retail (Bottom 25%)
10474,329.56,Retail/SMB,Mid-Market SMB (Middle 50%)
10218,419.77,Retail/SMB,Mid-Market SMB (Middle 50%)
10912,294.54,Retail/SMB,Low-Value Retail (Bottom 25%)
11228,345.78,Retail/SMB,Mid-Market SMB (Middle 50%)
11597,224.95,Retail/SMB,Low-Value Retail (Bottom 25%)
11012,184.26,Retail/SMB,Low-Value Retail (Bottom 25%)
11950,10983.8,Enterprise VIP,High-Value Enterprise (Top 25%)
10094,468.33,Retail/SMB,Mid-Market SMB (Middle 50%)
11009,195.08,Retail/SMB,Low-Value Retail (Bottom 25%)
11071,418.46,Retail/SMB,Mid-Market SMB (Middle 50%)
11093,395.03,Retail/SMB,Mid-Market SMB (Middle 50%)
11915,9038.05,Enterprise VIP,High-Value Enterprise (Top 25%)
11309,309.53,Retail/SMB,Mid-Market SMB (Middle 50%)
10697,263.81,Retail/SMB,Low-Value Retail (Bottom 25%)
11828,574.76,Retail/SMB,Mid-Market SMB (Middle 50%)
10997,578.04,Retail/SMB,Mid-Market SMB (Middle 50%)
10154,676.66,Retail/SMB,High-Value Enterprise (Top 25%)
11100,502.31,Retail/SMB,Mid-Market SMB (Middle 50%)
11719,314.59,Retail/SMB,Mid-Market SMB (Middle 50%)
11998,6707.01,Enterprise VIP,High-Value Enterprise (Top 25%)
10790,758.63,Retail/SMB,High-Value Enterprise (Top 25%)
10581,429.87,Retail/SMB,Mid-Market SMB (Middle 50%)
10704,188.79,Retail/SMB,Low-Value Retail (Bottom 25%)
11213,202.83,Retail/SMB,Low-Value Retail (Bottom 25%)
11296,268.07,Retail/SMB,Low-Value Retail (Bottom 25%)
11666,496.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11261,420.13,Retail/SMB,Mid-Market SMB (Middle 50%)
10488,295.92,Retail/SMB,Low-Value Retail (Bottom 25%)
10560,288.67,Retail/SMB,Low-Value Retail (Bottom 25%)
11142,196.52,Retail/SMB,Low-Value Retail (Bottom 25%)
11120,535.67,Retail/SMB,Mid-Market SMB (Middle 50%)
10802,666.05,Retail/SMB,High-Value Enterprise (Top 25%)
10513,699.24,Retail/SMB,High-Value Enterprise (Top 25%)
10634,400.21,Retail/SMB,Mid-Market SMB (Middle 50%)
11922,9540.69,Enterprise VIP,High-Value Enterprise (Top 25%)
11788,1112.39,Retail/SMB,High-Value Enterprise (Top 25%)
11546,847.63,Retail/SMB,High-Value Enterprise (Top 25%)
11151,286.41,Retail/SMB,Low-Value Retail (Bottom 25%)
10791,843.72,Retail/SMB,High-Value Enterprise (Top 25%)
10117,262.03,Retail/SMB,Low-Value Retail (Bottom 25%)
10741,476.42,Retail/SMB,Mid-Market SMB (Middle 50%)
11691,766.25,Retail/SMB,High-Value Enterprise (Top 25%)
11082,567.6,Retail/SMB,Mid-Market SMB (Middle 50%)
10831,598.17,Retail/SMB,Mid-Market SMB (Middle 50%)
10120,204.73,Retail/SMB,Low-Value Retail (Bottom 25%)
10657,357.11,Retail/SMB,Mid-Market SMB (Middle 50%)
11908,13912.53,Enterprise VIP,High-Value Enterprise (Top 25%)
10636,494.99,Retail/SMB,Mid-Market SMB (Middle 50%)
10370,237.14,Retail/SMB,Low-Value Retail (Bottom 25%)
10269,394.8,Retail/SMB,Mid-Market SMB (Middle 50%)
10656,207.13,Retail/SMB,Low-Value Retail (Bottom 25%)
10936,229.9,Retail/SMB,Low-Value Retail (Bottom 25%)
10823,456.68,Retail/SMB,Mid-Market SMB (Middle 50%)
10867,370.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10047,435.83,Retail/SMB,Mid-Market SMB (Middle 50%)
11374,617.99,Retail/SMB,Mid-Market SMB (Middle 50%)
11709,466.49,Retail/SMB,Mid-Market SMB (Middle 50%)
10992,249.69,Retail/SMB,Low-Value Retail (Bottom 25%)
10877,411.29,Retail/SMB,Mid-Market SMB (Middle 50%)
10774,311.63,Retail/SMB,Mid-Market SMB (Middle 50%)
11220,203.17,Retail/SMB,Low-Value Retail (Bottom 25%)
12000,13647.88,Enterprise VIP,High-Value Enterprise (Top 25%)
10005,849.74,Retail/SMB,High-Value Enterprise (Top 25%)
11004,1067.84,Retail/SMB,High-Value Enterprise (Top 25%)
11724,461.5,Retail/SMB,Mid-Market SMB (Middle 50%)
10264,247.81,Retail/SMB,Low-Value Retail (Bottom 25%)
11570,309.68,Retail/SMB,Mid-Market SMB (Middle 50%)
11831,569.8,Retail/SMB,Mid-Market SMB (Middle 50%)
10444,585.95,Retail/SMB,Mid-Market SMB (Middle 50%)
11003,161.22,Retail/SMB,Low-Value Retail (Bottom 25%)
11078,394.75,Retail/SMB,Mid-Market SMB (Middle 50%)
10838,506.54,Retail/SMB,Mid-Market SMB (Middle 50%)
11791,131.6,Retail/SMB,Low-Value Retail (Bottom 25%)
10305,598.72,Retail/SMB,Mid-Market SMB (Middle 50%)
11366,717.62,Retail/SMB,High-Value Enterprise (Top 25%)
11558,277.93,Retail/SMB,Low-Value Retail (Bottom 25%)
10314,293.55,Retail/SMB,Low-Value Retail (Bottom 25%)
10150,293.3,Retail/SMB,Low-Value Retail (Bottom 25%)
11149,505.99,Retail/SMB,Mid-Market SMB (Middle 50%)
11214,299.54,Retail/SMB,Low-Value Retail (Bottom 25%)
10575,238.67,Retail/SMB,Low-Value Retail (Bottom 25%)
10051,268.03,Retail/SMB,Low-Value Retail (Bottom 25%)
11553,473.13,Retail/SMB,Mid-Market SMB (Middle 50%)
10727,730.95,Retail/SMB,High-Value Enterprise (Top 25%)
10834,207.57,Retail/SMB,Low-Value Retail (Bottom 25%)
11378,475.52,Retail/SMB,Mid-Market SMB (Middle 50%)
11116,509.53,Retail/SMB,Mid-Market SMB (Middle 50%)
11167,657.21,Retail/SMB,High-Value Enterprise (Top 25%)
10471,686.38,Retail/SMB,High-Value Enterprise (Top 25%)
10972,313.54,Retail/SMB,Mid-Market SMB (Middle 50%)
10654,520.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10400,345.12,Retail/SMB,Mid-Market SMB (Middle 50%)
10512,555.35,Retail/SMB,Mid-Market SMB (Middle 50%)
10321,375.49,Retail/SMB,Mid-Market SMB (Middle 50%)
10020,230.56,Retail/SMB,Low-Value Retail (Bottom 25%)
10685,162.23,Retail/SMB,Low-Value Retail (Bottom 25%)
10036,647.46,Retail/SMB,High-Value Enterprise (Top 25%)
10903,455.65,Retail/SMB,Mid-Market SMB (Middle 50%)
11779,276.99,Retail/SMB,Low-Value Retail (Bottom 25%)
10828,421.63,Retail/SMB,Mid-Market SMB (Middle 50%)
11854,13406.02,Enterprise VIP,High-Value Enterprise (Top 25%)
10408,166.38,Retail/SMB,Low-Value Retail (Bottom 25%)
10921,277.09,Retail/SMB,Low-Value Retail (Bottom 25%)
10538,179.18,Retail/SMB,Low-Value Retail (Bottom 25%)
10759,373.44,Retail/SMB,Mid-Market SMB (Middle 50%)
11905,12451.42,Enterprise VIP,High-Value Enterprise (Top 25%)
11063,788.71,Retail/SMB,High-Value Enterprise (Top 25%)
11200,555.64,Retail/SMB,Mid-Market SMB (Middle 50%)
10246,751.05,Retail/SMB,High-Value Enterprise (Top 25%)
11417,370.23,Retail/SMB,Mid-Market SMB (Middle 50%)
11128,278.2,Retail/SMB,Low-Value Retail (Bottom 25%)
10785,678.84,Retail/SMB,High-Value Enterprise (Top 25%)
11743,550.67,Retail/SMB,Mid-Market SMB (Middle 50%)
10490,295.98,Retail/SMB,Low-Value Retail (Bottom 25%)
10155,747.67,Retail/SMB,High-Value Enterprise (Top 25%)
10962,238.86,Retail/SMB,Low-Value Retail (Bottom 25%)
10854,1003.72,Retail/SMB,High-Value Enterprise (Top 25%)
11312,605.1,Retail/SMB,Mid-Market SMB (Middle 50%)
10626,347.31,Retail/SMB,Mid-Market SMB (Middle 50%)
10686,517.68,Retail/SMB,Mid-Market SMB (Middle 50%)
11562,367.94,Retail/SMB,Mid-Market SMB (Middle 50%)
10570,216.48,Retail/SMB,Low-Value Retail (Bottom 25%)
11909,8314.14,Enterprise VIP,High-Value Enterprise (Top 25%)
10018,358.23,Retail/SMB,Mid-Market SMB (Middle 50%)
10128,535.85,Retail/SMB,Mid-Market SMB (Middle 50%)
11347,370.11,Retail/SMB,Mid-Market SMB (Middle 50%)
11280,488.64,Retail/SMB,Mid-Market SMB (Middle 50%)
11969,10163.98,Enterprise VIP,High-Value Enterprise (Top 25%)
10928,294.94,Retail/SMB,Low-Value Retail (Bottom 25%)
10981,941.11,Retail/SMB,High-Value Enterprise (Top 25%)
11965,12442.25,Enterprise VIP,High-Value Enterprise (Top 25%)
10191,266.5,Retail/SMB,Low-Value Retail (Bottom 25%)
11140,205.59,Retail/SMB,Low-Value Retail (Bottom 25%)
10993,469.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11956,13693.85,Enterprise VIP,High-Value Enterprise (Top 25%)
11657,49.96,Retail/SMB,Low-Value Retail (Bottom 25%)
10607,815.22,Retail/SMB,High-Value Enterprise (Top 25%)
10181,412.68,Retail/SMB,Mid-Market SMB (Middle 50%)
10302,368.44,Retail/SMB,Mid-Market SMB (Middle 50%)
10497,925.76,Retail/SMB,High-Value Enterprise (Top 25%)
11721,489.1,Retail/SMB,Mid-Market SMB (Middle 50%)
11710,714.42,Retail/SMB,High-Value Enterprise (Top 25%)
11888,12238.31,Enterprise VIP,High-Value Enterprise (Top 25%)
11992,12927.33,Enterprise VIP,High-Value Enterprise (Top 25%)
10518,382.64,Retail/SMB,Mid-Market SMB (Middle 50%)
11985,11763.73,Enterprise VIP,High-Value Enterprise (Top 25%)
11070,544.03,Retail/SMB,Mid-Market SMB (Middle 50%)
10477,360.14,Retail/SMB,Mid-Market SMB (Middle 50%)
10158,603.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11244,525.54,Retail/SMB,Mid-Market SMB (Middle 50%)
11196,544.24,Retail/SMB,Mid-Market SMB (Middle 50%)
10017,302.23,Retail/SMB,Low-Value Retail (Bottom 25%)
11536,256.93,Retail/SMB,Low-Value Retail (Bottom 25%)
11073,343.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11972,12674.23,Enterprise VIP,High-Value Enterprise (Top 25%)
10547,367.99,Retail/SMB,Mid-Market SMB (Middle 50%)
11540,625.72,Retail/SMB,Mid-Market SMB (Middle 50%)
10659,381.45,Retail/SMB,Mid-Market SMB (Middle 50%)
11626,407.52,Retail/SMB,Mid-Market SMB (Middle 50%)
11020,463.97,Retail/SMB,Mid-Market SMB (Middle 50%)
11663,223.69,Retail/SMB,Low-Value Retail (Bottom 25%)
11505,165.44,Retail/SMB,Low-Value Retail (Bottom 25%)
10960,630.55,Retail/SMB,Mid-Market SMB (Middle 50%)
11882,8325.87,Enterprise VIP,High-Value Enterprise (Top 25%)
10284,245.47,Retail/SMB,Low-Value Retail (Bottom 25%)
10798,232.11,Retail/SMB,Low-Value Retail (Bottom 25%)
11627,333.43,Retail/SMB,Mid-Market SMB (Middle 50%)
10226,315.22,Retail/SMB,Mid-Market SMB (Middle 50%)
10027,393.04,Retail/SMB,Mid-Market SMB (Middle 50%)
11771,521.47,Retail/SMB,Mid-Market SMB (Middle 50%)
10438,306.52,Retail/SMB,Low-Value Retail (Bottom 25%)
11949,13398.27,Enterprise VIP,High-Value Enterprise (Top 25%)
11389,275.24,Retail/SMB,Low-Value Retail (Bottom 25%)
10230,530.38,Retail/SMB,Mid-Market SMB (Middle 50%)
10038,354.89,Retail/SMB,Mid-Market SMB (Middle 50%)
10750,196.13,Retail/SMB,Low-Value Retail (Bottom 25%)
11046,451.93,Retail/SMB,Mid-Market SMB (Middle 50%)
11399,311.05,Retail/SMB,Mid-Market SMB (Middle 50%)
10470,434.8,Retail/SMB,Mid-Market SMB (Middle 50%)
11693,678.4,Retail/SMB,High-Value Enterprise (Top 25%)
11968,6916.76,Enterprise VIP,High-Value Enterprise (Top 25%)
10688,778.52,Retail/SMB,High-Value Enterprise (Top 25%)
11844,796.14,Retail/SMB,High-Value Enterprise (Top 25%)
10640,233.12,Retail/SMB,Low-Value Retail (Bottom 25%)
11713,283.99,Retail/SMB,Low-Value Retail (Bottom 25%)
11219,267.66,Retail/SMB,Low-Value Retail (Bottom 25%)
11159,191.8,Retail/SMB,Low-Value Retail (Bottom 25%)
11416,490.58,Retail/SMB,Mid-Market SMB (Middle 50%)
11528,634.45,Retail/SMB,High-Value Enterprise (Top 25%)
11656,435.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11301,340.84,Retail/SMB,Mid-Market SMB (Middle 50%)
11823,449.3,Retail/SMB,Mid-Market SMB (Middle 50%)
10801,588.94,Retail/SMB,Mid-Market SMB (Middle 50%)
11604,314.26,Retail/SMB,Mid-Market SMB (Middle 50%)
10161,868.01,Retail/SMB,High-Value Enterprise (Top 25%)
10957,723.14,Retail/SMB,High-Value Enterprise (Top 25%)
11187,351.2,Retail/SMB,Mid-Market SMB (Middle 50%)
10822,593.2,Retail/SMB,Mid-Market SMB (Middle 50%)
11682,492.07,Retail/SMB,Mid-Market SMB (Middle 50%)
10878,917.26,Retail/SMB,High-Value Enterprise (Top 25%)
10914,443.66,Retail/SMB,Mid-Market SMB (Middle 50%)
10153,1048.59,Retail/SMB,High-Value Enterprise (Top 25%)
11871,6964.61,Enterprise VIP,High-Value Enterprise (Top 25%)
11777,604.31,Retail/SMB,Mid-Market SMB (Middle 50%)
10510,579.1,Retail/SMB,Mid-Market SMB (Middle 50%)
11136,275.33,Retail/SMB,Low-Value Retail (Bottom 25%)
11251,1039.81,Retail/SMB,High-Value Enterprise (Top 25%)
11684,129.19,Retail/SMB,Low-Value Retail (Bottom 25%)
10104,276.78,Retail/SMB,Low-Value Retail (Bottom 25%)
11446,356.71,Retail/SMB,Mid-Market SMB (Middle 50%)
11444,626.97,Retail/SMB,Mid-Market SMB (Middle 50%)
10587,904.31,Retail/SMB,High-Value Enterprise (Top 25%)
11769,440.74,Retail/SMB,Mid-Market SMB (Middle 50%)
11144,457.32,Retail/SMB,Mid-Market SMB (Middle 50%)
10054,490.79,Retail/SMB,Mid-Market SMB (Middle 50%)
10152,643.65,Retail/SMB,High-Value Enterprise (Top 25%)
10404,490.17,Retail/SMB,Mid-Market SMB (Middle 50%)
11943,7591.94,Enterprise VIP,High-Value Enterprise (Top 25%)
10208,373.44,Retail/SMB,Mid-Market SMB (Middle 50%)
11895,9196.18,Enterprise VIP,High-Value Enterprise (Top 25%)
11123,610.95,Retail/SMB,Mid-Market SMB (Middle 50%)
11891,10076.73,Enterprise VIP,High-Value Enterprise (Top 25%)
10009,470.55,Retail/SMB,Mid-Market SMB (Middle 50%)
11015,178.03,Retail/SMB,Low-Value Retail (Bottom 25%)
11907,9635.46,Enterprise VIP,High-Value Enterprise (Top 25%)
11061,605.29,Retail/SMB,Mid-Market SMB (Middle 50%)
10453,522.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10254,144.21,Retail/SMB,Low-Value Retail (Bottom 25%)
11328,562.14,Retail/SMB,Mid-Market SMB (Middle 50%)
10897,524.06,Retail/SMB,Mid-Market SMB (Middle 50%)
11734,397.38,Retail/SMB,Mid-Market SMB (Middle 50%)
10881,601.61,Retail/SMB,Mid-Market SMB (Middle 50%)
11596,464.79,Retail/SMB,Mid-Market SMB (Middle 50%)
11889,9246.95,Enterprise VIP,High-Value Enterprise (Top 25%)
10624,332.72,Retail/SMB,Mid-Market SMB (Middle 50%)
10346,678.15,Retail/SMB,High-Value Enterprise (Top 25%)
11703,292.47,Retail/SMB,Low-Value Retail (Bottom 25%)
10263,499.79,Retail/SMB,Mid-Market SMB (Middle 50%)
11635,944.92,Retail/SMB,High-Value Enterprise (Top 25%)
11322,512.91,Retail/SMB,Mid-Market SMB (Middle 50%)
11439,417.81,Retail/SMB,Mid-Market SMB (Middle 50%)
10151,202.74,Retail/SMB,Low-Value Retail (Bottom 25%)
10473,793.15,Retail/SMB,High-Value Enterprise (Top 25%)
10641,298.28,Retail/SMB,Low-Value Retail (Bottom 25%)
11983,11013.79,Enterprise VIP,High-Value Enterprise (Top 25%)
11883,8779.89,Enterprise VIP,High-Value Enterprise (Top 25%)
10551,494.1,Retail/SMB,Mid-Market SMB (Middle 50%)
11780,660.06,Retail/SMB,High-Value Enterprise (Top 25%)
10929,675.93,Retail/SMB,High-Value Enterprise (Top 25%)
10489,314.3,Retail/SMB,Mid-Market SMB (Middle 50%)
11812,669.36,Retail/SMB,High-Value Enterprise (Top 25%)
11172,728.12,Retail/SMB,High-Value Enterprise (Top 25%)
10147,533.64,Retail/SMB,Mid-Market SMB (Middle 50%)
11705,519.25,Retail/SMB,Mid-Market SMB (Middle 50%)
11929,11567.11,Enterprise VIP,High-Value Enterprise (Top 25%)
10403,354.82,Retail/SMB,Mid-Market SMB (Middle 50%)
10955,411.99,Retail/SMB,Mid-Market SMB (Middle 50%)
11878,12973.84,Enterprise VIP,High-Value Enterprise (Top 25%)
10660,420.41,Retail/SMB,Mid-Market SMB (Middle 50%)
11373,389.83,Retail/SMB,Mid-Market SMB (Middle 50%)
10464,744.18,Retail/SMB,High-Value Enterprise (Top 25%)
